strain	virus	date	region	country	division	location	pangolin_lineage	GISAID_clade
hCoV-19/Colombia/VAC-COV_25067/2021	ncov	2021-06-02	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-COV_24419/2021	ncov	2021-04-28	South America	Colombia	Valle del Cauca	Cali	B.1.623	GH
hCoV-19/Colombia/VAC-COV_24670/2021	ncov	2021-05-13	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20030585/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030103/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030109/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-CSB-1107531244/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-IDIME-1006051011/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-IDIME-31209108/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1144065828/2022	ncov	2022-01-01	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-IDIME-16660605/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-IDIME-38554256/2022	ncov	2022-01-01	South America	Colombia	Valle del Cauca	Cali	BA.1.20	GRA
hCoV-19/Colombia/CAL-SURA-1057783800/2022	ncov	2022-03-23	South America	Colombia	Caldas	Manizales	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-6104117/2022	ncov	2022-01-09	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-1130637162/2022	ncov	2022-01-07	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030151/2022	ncov	2022-01-02	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-CSB-31947468/2022	ncov	2022-01-30	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-1085255521/2022	ncov	2022-01-11	South America	Colombia	Narino	Pasto	BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-1144043729/2022	ncov	2022-01-06	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-14679751/2022	ncov	2022-01-06	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1130608178/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-94061108/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-1130652446/2022	ncov	2022-01-07	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-31977386/2022	ncov	2022-01-06	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-16591664/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-CSB-1107517302/2022	ncov	2022-01-01	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030212/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030018/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-6343057/2022	ncov	2022-01-06	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1073157777/2021	ncov	2021-12-31	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030217/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SDM-1113517453/2022	ncov	2022-01-06	South America	Colombia	Valle del Cauca		BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-80422597/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-SDM-31144798/2022	ncov	2022-01-07	South America	Colombia	Valle del Cauca	Palmira	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSN-31986945/2022	ncov	2022-01-06	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-115193591/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Guacari	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1094860057/2022	ncov	2022-01-02	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/CO-UV-26561/2021	ncov	2021-07-19	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-26747/2021	ncov	2021-07-26	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027209/2021	ncov	2021-08-11	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027018/2021	ncov	2021-08-05	South America	Colombia	Valle del Cauca	Cartago	B.1.621	GH
hCoV-19/Colombia/VAC-CSB-66981196/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-CSN-1118289057/2022	ncov	2022-01-08	South America	Colombia	Valle del Cauca	Yumbo	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1130614182/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1114459019/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Guacari	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31191/2022	ncov	2022-02-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31199/2022	ncov	2022-02-11	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31249/2022	ncov	2022-02-16	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV_31303/2022	ncov	2022-02-21	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31209/2022	ncov	2022-02-14	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31227/2022	ncov	2022-02-14	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31466/2022	ncov	2022-03-08	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-UV_31304/2022	ncov	2022-02-21	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31465/2022	ncov	2022-03-08	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SURA-19155904/2022	ncov	2022-01-24	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SURA-66746700/2022	ncov	2022-01-26	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SURA-1094932099/2022	ncov	2022-01-27	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SURA-6645135/2022	ncov	2022-01-26	South America	Colombia	Valle del Cauca	Palmira	BA.1.1	GRA
hCoV-19/Colombia/QUI-SURA-1116252864/2022	ncov	2022-01-27	South America	Colombia	Quindio	Armenia	BA.1.1	GRA
hCoV-19/Colombia/VAC-IMBANACO-94493820/2022	ncov	2022-01-07	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/ANT-SURA-76009648/2022	ncov	2022-03-21	South America	Colombia	Antioquia	Medellin	BA.1.1	GRA
hCoV-19/Colombia/QUI-SURA-41948663/2022	ncov	2022-01-26	South America	Colombia	Quindio	Armenia	BA.1.1	GRA
hCoV-19/Colombia/VAC-SURA-1130639085/2022	ncov	2022-01-25	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/RIS-SURA-18500732/2022	ncov	2022-02-21	South America	Colombia	Risaralda	Dos Quebrada	BA.1.15.3	GRA
hCoV-19/Colombia/RIS-SURA-19081309/2022	ncov	2022-02-21	South America	Colombia	Risaralda	Pereira	BA.1.1	GRA
hCoV-19/Colombia/CAL-SURA-1053799328/2022	ncov	2022-02-21	South America	Colombia	Caldas	Manizales	BA.1.1	GRA
hCoV-19/Colombia/RIS-SURA-368626/2022	ncov	2022-03-26	South America	Colombia	Risaralda	Pereira	BA.1.1	GRA
hCoV-19/Colombia/CAL-SURA-24779988/2022	ncov	2022-02-22	South America	Colombia	Caldas	Manizales	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1110363487/2022	ncov	2022-01-09	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-16580537/2022	ncov	2022-01-09	South America	Colombia	Valle del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/VAC-SYNLAB-1086195199/2022	ncov	2022-01-11	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/CAU-SYNLAB-1114886517/2022	ncov	2022-01-12	South America	Colombia	Cauca	Popayan	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1112471755/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Guacari	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1113680457/2022	ncov	2022-01-11	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/NAR-SYNLAB-12980571/2022	ncov	2022-01-11	South America	Colombia	Narino	Buesaco	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1144076095/2022	ncov	2022-01-11	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31090/2022	ncov	2022-01-31	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31092/2022	ncov	2022-02-01	South America	Colombia	Valle del Cauca	Candelaria	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31108/2022	ncov	2022-02-01	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV_31118/2022	ncov	2022-02-02	South America	Colombia	Valle del Cauca	Cali	BA.1.14	GRA
hCoV-19/Colombia/VAC-UV_31120/2022	ncov	2022-02-02	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV_31127/2022	ncov	2022-02-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-10277326/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-31190069/2022	ncov	2022-01-05	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-4367498/2022	ncov	2022-01-11	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-SYNLAB-1085257121/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-6160199/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-38944752/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1109926169/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-94394778/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1113635588/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-66660383/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	El Cerrito	BA.1.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1114825919/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	El Cerrito	BA.1	GRA
hCoV-19/Colombia/VAC-SYNLAB-1114456166/2022	ncov	2022-01-10	South America	Colombia	Valle del Cauca	Guacari	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31165/2022	ncov	2022-02-07	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31150/2022	ncov	2022-02-07	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31159/2022	ncov	2022-02-07	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV_31168/2022	ncov	2022-02-07	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1113631597/2022	ncov	2022-01-04	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1005896461/2021	ncov	2021-12-31	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-CSB-1017128204/2022	ncov	2022-01-08	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-CSB-1130669158/2022	ncov	2022-01-02	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/CO-UV-20026902/2021	ncov	2021-08-01	South America	Colombia	Valle del Cauca	Cali	C.37	GR
hCoV-19/Colombia/CO-UV-20027012/2021	ncov	2021-08-04	South America	Colombia	Valle del Cauca	Cali	P.1	GR
hCoV-19/Colombia/CO-UV-26254/2021	ncov	2021-07-08	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-26266/2021	ncov	2021-07-09	South America	Colombia	Quindio	Armenia	B.1.621	GH
hCoV-19/Colombia/CO-UV-26478/2021	ncov	2021-07-16	South America	Colombia	Valle del Cauca	Buenaventura	B.1.621	GH
hCoV-19/Colombia/CO-UV-26740/2021	ncov	2021-07-27	South America	Colombia	Valle del Cauca	Buga	B.1.621	GH
hCoV-19/Colombia/CO-UV-20026946/2021	ncov	2021-08-03	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20026956/2021	ncov	2021-08-03	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027017/2021	ncov	2021-08-05	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20026885/2021	ncov	2021-08-01	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20026965/2021	ncov	2021-08-03	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027119/2021	ncov	2021-08-09	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027138/2021	ncov	2021-08-09	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20026536/2021	ncov	2021-07-19	South America	Colombia	Valle del Cauca	Yumbo	B.1.621	GH
hCoV-19/Colombia/CO-UV-26067/2021	ncov	2021-07-02	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20026301/2021	ncov	2021-07-11	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027222/2021	ncov	2021-08-12	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-20027269/2021	ncov	2021-08-13	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/CO-UV-26748/2021	ncov	2021-07-26	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/CO-UV-20026974/2021	ncov	2021-08-03	South America	Colombia	Valle del Cauca	Cali	AY.100	GK
hCoV-19/Colombia/CO-UV-20027170/2021	ncov	2021-08-10	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-UV-28681/2021	ncov	2021-10-11	South America	Colombia	Valle del Cauca	Cali	AY.122.4	GK
hCoV-19/Colombia/VAC-CS-14975001/2021	ncov	2021-09-16	South America	Colombia	Valle del Cauca	Cali	AY.122	GK
hCoV-19/Colombia/VAC-UV-27789/2021	ncov	2021-09-04	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-28513/2021	ncov	2021-10-03	South America	Colombia	Valle del Cauca	Cali	AY.25.1	GK
hCoV-19/Colombia/VAC-LADS-11130669920/2021	ncov	2021-09-20	South America	Colombia	Valle del Cauca	Cali	AY.44	GK
hCoV-19/Colombia/VAC-LADS-131228671/2021	ncov	2021-09-23	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-UV-28042/2021	ncov	2021-09-14	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-UV-28491/2021	ncov	2021-10-04	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-CS-29639557/2021	ncov	2021-09-21	South America	Colombia	Valle del Cauca	Cali	B.1.621.2	GH
hCoV-19/Colombia/VAC-I-1130668443/2021	ncov	2021-09-01	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-I-17635006/2021	ncov	2021-09-14	South America	Colombia	Valle del Cauca	Yumbo	B.1.621.2	GH
hCoV-19/Colombia/VAC-UV-28201/2021	ncov	2021-09-21	South America	Colombia	Valle del Cauca	Cali	AY.101	GK
hCoV-19/Colombia/VAC-UV-28026/2021	ncov	2021-09-15	South America	Colombia	Valle del Cauca	Cali	B.1.621	GH
hCoV-19/Colombia/VAC-UV-20030020/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030022/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030251/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030177/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030181/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030182/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030131/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030133/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030230/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030232/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030234/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030236/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030193/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030220/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030223/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030228/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030202/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030001/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030016/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20029999/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030043/2021	ncov	2021-12-28	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-20030017/2021	ncov	2021-12-27	South America	Colombia	Valle del Cauca	Cali	AY.4	GK
hCoV-19/Colombia/VAC-UV-20030110/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030112/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-20030087/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	AY.20	GK
hCoV-19/Colombia/VAC-UV-20030094/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030097/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030113/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030114/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030116/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-20030058/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030059/2021	ncov	2021-12-28	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030069/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030071/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	AY.45	GK
hCoV-19/Colombia/VAC-UV-20030049/2021	ncov	2021-12-28	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030057/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030072/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030074/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030081/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030083/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030252/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030253/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030254/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030155/2022	ncov	2022-01-01	South America	Colombia	Valle del Cauca	Cali	AY.43	GK
hCoV-19/Colombia/VAC-UV-20030167/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030170/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030174/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030138/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030120/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030121/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030130/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030139/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030143/2021	ncov	2021-12-29	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030231/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
hCoV-19/Colombia/VAC-UV-20030239/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030246/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030247/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030233/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.15	GRA
hCoV-19/Colombia/VAC-UV-20030195/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.15.1	GRA
hCoV-19/Colombia/VAC-UV-20030216/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030159/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030135/2021	ncov	2021-12-30	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030180/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030176/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030172/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030238/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1.1	GRA
hCoV-19/Colombia/VAC-UV-20030201/2022	ncov	2022-01-03	South America	Colombia	Valle del Cauca	Cali	BA.1	GRA
